strikePrice,lastPrice,percentFromLast,bidPrice,midpoint,askPrice,priceChange,percentChange,volatility,volume,openInterest,optionType,daysToExpiration,expirationDate,symbol,underlyingPrice
12.0,0.52,0.00634257848217007,0.0,0.15,0.15,,,92.81,,2.0,Put,105,2018-09-21,VXX,32.81
13.0,,0.006037793355684243,0.0,0.15,0.15,,,85.98,,,Put,105,2018-09-21,VXX,32.81
14.0,0.16,0.005733008229198415,0.0,0.15,0.15,0.04,0.3333,79.67,,391.0,Put,105,2018-09-21,VXX,32.81
15.0,0.01,0.005428223102712588,0.0,0.15,0.15,-0.01,-0.5,73.8,,2906.0,Put,105,2018-09-21,VXX,32.81
16.0,0.1,0.00512343797622676,0.0,0.16,0.16,-0.02,-0.16670000000000001,69.02000000000001,,137.0,Put,105,2018-09-21,VXX,32.81
17.0,0.15,0.0048186528497409335,0.0,0.16,0.16,0.0,0.0,63.81,,211.0,Put,105,2018-09-21,VXX,32.81
18.0,0.05,0.0045138677232551055,0.0,0.15,0.15,-0.02,-0.2857,58.26,,5674.0,Put,105,2018-09-21,VXX,32.81
19.0,0.28,0.004209082596769278,0.0,0.2,0.2,0.03,0.12,56.36,,7320.0,Put,105,2018-09-21,VXX,32.81
20.0,0.09,0.0039042974702834504,0.03,0.07,0.1,-0.04,-0.3077,48.07,20.0,9047.0,Put,105,2018-09-21,VXX,32.81
21.0,0.22,0.0035995123437976228,0.0,0.23,0.23,0.06,0.375,48.64,,5347.0,Put,105,2018-09-21,VXX,32.81
22.0,0.33,0.003294727217311796,0.04,0.24,0.44,0.0,0.0,51.89,10.0,31325.0,Put,105,2018-09-21,VXX,32.81
23.0,0.47,0.0029899420908259685,0.24,0.41,0.58,0.03,0.0682,54.279999999999994,,5836.0,Put,105,2018-09-21,VXX,32.81
24.0,0.65,0.002685156964340141,0.54,0.66,0.77,-0.06,-0.08449999999999999,57.010000000000005,4000.0,1964.0,Put,105,2018-09-21,VXX,32.81
25.0,0.95,0.0023803718378543133,0.81,0.96,1.11,-0.05,-0.05,59.47,20.0,7748.0,Put,105,2018-09-21,VXX,32.81
26.0,1.27,0.0020755867113684857,1.17,1.31,1.44,-0.1,-0.073,61.33,6.0,2563.0,Put,105,2018-09-21,VXX,32.81
27.0,1.66,0.0017708015848826584,1.57,1.72,1.86,-0.05,-0.0292,63.31,15.0,2320.0,Put,105,2018-09-21,VXX,32.81
28.0,2.12,0.0014660164583968308,2.03,2.18,2.32,-0.01,-0.004699999999999999,65.14999999999999,111.0,6707.0,Put,105,2018-09-21,VXX,32.81
29.0,2.6,0.0011612313319110034,2.58,2.68,2.78,-0.14,-0.051100000000000007,66.86,54.0,3625.0,Put,105,2018-09-21,VXX,32.81
30.0,3.19,0.0008564462054251759,3.1,3.25,3.4,-0.18,-0.053399999999999996,68.83,4013.0,6773.0,Put,105,2018-09-21,VXX,32.81
31.0,3.4,0.0005516610789393484,3.7,3.8,3.9,-0.55,-0.1392,69.78999999999999,217.0,1322.0,Put,105,2018-09-21,VXX,32.81
32.0,4.4,0.00024687595245352097,4.3,4.45,4.6,-0.25,-0.0538,71.67999999999999,304.0,2018.0,Put,105,2018-09-21,VXX,32.81
33.0,5.03,-5.790917403230653e-05,5.0,5.13,5.25,-0.19,-0.0364,73.38,40.0,1710.0,Put,105,2018-09-21,VXX,32.81
34.0,5.5,-0.00036269430051813397,5.65,5.78,5.9,-0.35,-0.059800000000000006,74.24,1.0,1712.0,Put,105,2018-09-21,VXX,32.81
35.0,6.15,-0.0006674794270039615,6.35,6.48,6.6,-0.5,-0.07519999999999999,75.4,187.0,9163.0,Put,105,2018-09-21,VXX,32.81
36.0,7.19,-0.0009722645534897889,7.15,7.25,7.35,0.24,0.0345,77.24,593.0,3539.0,Put,105,2018-09-21,VXX,32.81
37.0,8.15,-0.0012770496799756165,7.85,8.0,8.15,0.7,0.094,78.36999999999999,,758.0,Put,105,2018-09-21,VXX,32.81
38.0,8.6,-0.0015818348064614437,8.6,8.78,8.95,-0.01,-0.0012,79.55,4.0,936.0,Put,105,2018-09-21,VXX,32.81
39.0,9.45,-0.0018866199329472713,9.4,9.55,9.7,-0.35,-0.035699999999999996,80.44,9.0,1692.0,Put,105,2018-09-21,VXX,32.81
40.0,10.3,-0.002191405059433099,10.2,10.38,10.55,0.4,0.0404,81.78999999999999,,4650.0,Put,105,2018-09-21,VXX,32.81
41.0,10.85,-0.002496190185918926,11.05,11.2,11.35,0.4,0.0383,82.89999999999999,,1543.0,Put,105,2018-09-21,VXX,32.81
42.0,12.18,-0.002800975312404754,11.9,12.05,12.2,1.43,0.133,84.16,,11132.0,Put,105,2018-09-21,VXX,32.81
43.0,13.0,-0.0031057604388905814,12.7,12.85,13.0,1.5,0.1304,84.46000000000001,,2178.0,Put,105,2018-09-21,VXX,32.81
44.0,13.6,-0.003410545565376409,13.55,13.73,13.9,2.6,0.2364,85.71,,741.0,Put,105,2018-09-21,VXX,32.81
45.0,14.85,-0.0037153306918622365,14.45,14.6,14.75,0.1,0.0068000000000000005,86.78,107.0,6847.0,Put,105,2018-09-21,VXX,32.81
46.0,15.5,-0.004020115818348063,15.3,15.45,15.6,3.05,0.245,87.3,7.0,2230.0,Put,105,2018-09-21,VXX,32.81
47.0,16.13,-0.004324900944833891,16.2,16.38,16.55,1.43,0.0973,88.86,,2913.0,Put,105,2018-09-21,VXX,32.81
48.0,16.75,-0.004629686071319718,17.05,17.23,17.4,0.0,0.0,89.07000000000001,2.0,353.0,Put,105,2018-09-21,VXX,32.81
49.0,17.5,-0.004934471197805546,18.0,18.15,18.3,0.65,0.038599999999999995,90.38000000000001,,607.0,Put,105,2018-09-21,VXX,32.81
50.0,19.2,-0.0052392563242913736,18.9,19.05,19.2,0.84,0.0458,91.14999999999999,,6712.0,Put,105,2018-09-21,VXX,32.81
51.0,18.55,-0.005544041450777201,19.8,19.95,20.1,0.15,0.008199999999999999,91.8,,98.0,Put,105,2018-09-21,VXX,32.81
52.0,21.05,-0.005848826577263029,20.7,20.88,21.05,3.5,0.19940000000000002,92.77,3.0,1714.0,Put,105,2018-09-21,VXX,32.81
53.0,18.55,-0.006153611703748856,21.65,21.83,22.0,-1.45,-0.0725,94.1,,149.0,Put,105,2018-09-21,VXX,32.81
54.0,21.1,-0.006458396830234684,22.55,22.73,22.9,3.15,0.17550000000000002,94.43,,37.0,Put,105,2018-09-21,VXX,32.81
55.0,22.5,-0.006763181956720511,23.5,23.68,23.85,0.95,0.0441,95.59,,101.0,Put,105,2018-09-21,VXX,32.81
56.0,24.45,-0.007067967083206338,24.45,24.63,24.8,9.2,0.6033,96.67999999999999,8.0,127.0,Put,105,2018-09-21,VXX,32.81
57.0,20.1,-0.007372752209692166,25.05,25.63,26.2,5.15,0.34450000000000003,98.65,,40.0,Put,105,2018-09-21,VXX,32.81
58.0,18.3,-0.007677537336177993,26.2,26.45,26.7,2.5,0.1582,97.15,,87.0,Put,105,2018-09-21,VXX,32.81
59.0,19.1,-0.00798232246266382,27.15,27.43,27.7,-4.75,-0.19920000000000002,98.50999999999999,,42.0,Put,105,2018-09-21,VXX,32.81
60.0,24.81,-0.008287107589149648,27.9,28.25,28.6,-0.54,-0.0213,96.7,,106.0,Put,105,2018-09-21,VXX,32.81
61.0,18.4,-0.008591892715635475,28.5,29.35,30.2,-0.7,-0.0366,100.57000000000001,,16.0,Put,105,2018-09-21,VXX,32.81
62.0,28.55,-0.008896677842121304,29.75,30.63,31.5,6.75,0.3096,107.87,,13.0,Put,105,2018-09-21,VXX,32.81
63.0,23.63,-0.00920146296860713,30.7,31.6,32.5,-1.17,-0.0472,109.1,,13.0,Put,105,2018-09-21,VXX,32.81
64.0,23.25,-0.009506248095092958,31.0,32.25,33.5,-3.85,-0.1421,103.53000000000002,,28.0,Put,105,2018-09-21,VXX,32.81
65.0,33.2,-0.009811033221578785,32.0,33.25,34.5,2.25,0.0727,105.16000000000001,100.0,83.0,Put,105,2018-09-21,VXX,32.81
66.0,33.4,-0.010115818348064614,33.85,34.13,34.4,4.3,0.1478,103.97000000000001,10.0,10.0,Put,105,2018-09-21,VXX,32.81
67.0,27.35,-0.010420603474550441,34.25,35.35,36.45,1.65,0.0642,110.48,,64.0,Put,105,2018-09-21,VXX,32.81
68.0,29.95,-0.010725388601036268,35.2,36.08,36.95,6.65,0.2854,105.89,,89.0,Put,105,2018-09-21,VXX,32.81
69.0,25.2,-0.011030173727522095,36.2,37.05,37.9,1.0,0.041299999999999996,106.79,,31.0,Put,105,2018-09-21,VXX,32.81
70.0,35.77,-0.011334958854007924,37.15,38.03,38.9,2.27,0.0678,107.67,,25.0,Put,105,2018-09-21,VXX,32.81
71.0,26.8,-0.011639743980493751,38.15,39.0,39.85,0.95,0.0368,108.5,,48.0,Put,105,2018-09-21,VXX,32.81
72.0,27.1,-0.011944529106979579,39.1,39.98,40.85,-7.9,-0.2257,109.31,,267.0,Put,105,2018-09-21,VXX,32.81
73.0,40.15,-0.012249314233465404,40.1,40.95,41.8,5.75,0.1672,110.08,81.0,15.0,Put,105,2018-09-21,VXX,32.81
74.0,29.6,-0.012554099359951231,41.05,41.93,42.8,-1.4,-0.0452,110.82000000000001,,55.0,Put,105,2018-09-21,VXX,32.81
75.0,31.3,-0.012858884486437062,42.05,42.9,43.75,-1.9,-0.0572,111.53,,23.0,Put,105,2018-09-21,VXX,32.81
76.0,37.9,-0.013163669612922889,42.0,43.95,45.9,,,114.11,,20.0,Put,105,2018-09-21,VXX,32.81
77.0,37.8,-0.013468454739408714,43.0,44.63,46.25,0.6,0.0161,106.67999999999999,,18.0,Put,105,2018-09-21,VXX,32.81
78.0,33.7,-0.013773239865894541,44.0,45.63,47.25,-2.1,-0.0587,107.94999999999999,,86.0,Put,105,2018-09-21,VXX,32.81
79.0,39.05,-0.014078024992380369,45.0,46.68,48.35,,,110.63000000000001,,2.0,Put,105,2018-09-21,VXX,32.81
80.0,46.4,-0.014382810118866197,47.5,47.78,48.05,0.82,0.018000000000000002,114.64000000000001,,109.0,Put,105,2018-09-21,VXX,32.81
85.0,52.0,-0.015906735751295337,52.4,52.7,53.0,4.8,0.1017,118.5,,13.0,Put,105,2018-09-21,VXX,32.81
90.0,44.0,-0.017430661383724472,55.3,56.63,57.95,-6.95,-0.1364,0.0,,32.0,Put,105,2018-09-21,VXX,32.81
95.0,48.9,-0.01895458701615361,62.3,62.58,62.85,-6.8,-0.12210000000000001,125.64999999999999,,54.0,Put,105,2018-09-21,VXX,32.81
100.0,66.8,-0.020478512648582744,65.25,67.5,69.75,1.55,0.023799999999999998,128.29999999999998,211.0,22.0,Put,105,2018-09-21,VXX,32.81
105.0,64.32,-0.022002438281011883,70.25,72.35,74.45,7.27,0.1274,128.04,,16.0,Put,105,2018-09-21,VXX,32.81
20.0,13.55,0.0039042974702834504,10.9,12.9,14.9,-3.1,-0.1862,0.0,2.0,3.0,Call,196,2018-12-21,VXX,32.81
21.0,,0.0035995123437976228,11.55,12.65,13.75,,,53.98,,,Call,196,2018-12-21,VXX,32.81
22.0,,0.003294727217311796,9.85,11.75,13.65,,,51.849999999999994,,,Call,196,2018-12-21,VXX,32.81
23.0,,0.0029899420908259685,10.25,11.3,12.35,,,58.37,,,Call,196,2018-12-21,VXX,32.81
24.0,,0.002685156964340141,9.75,10.48,11.2,,,56.52,,,Call,196,2018-12-21,VXX,32.81
25.0,13.15,0.0023803718378543133,9.05,10.6,12.15,,,68.71000000000001,,11.0,Call,196,2018-12-21,VXX,32.81
26.0,9.62,0.0020755867113684857,8.65,9.48,10.3,-1.13,-0.1051,61.47,25.0,67.0,Call,196,2018-12-21,VXX,32.81
27.0,10.25,0.0017708015848826584,8.1,8.98,9.85,-1.8,-0.1494,62.79,,65.0,Call,196,2018-12-21,VXX,32.81
28.0,11.5,0.0014660164583968308,7.55,8.75,9.95,-0.05,-0.0043,67.0,,117.0,Call,196,2018-12-21,VXX,32.81
29.0,8.15,0.0011612313319110034,7.6,8.5,9.4,-6.05,-0.4261,70.21,,10.0,Call,196,2018-12-21,VXX,32.81
30.0,10.1,0.0008564462054251759,7.05,8.0,8.95,0.3,0.030600000000000002,70.00999999999999,,126.0,Call,196,2018-12-21,VXX,32.81
31.0,10.2,0.0005516610789393484,6.6,7.53,8.45,,,69.82000000000001,,1.0,Call,196,2018-12-21,VXX,32.81
32.0,7.54,0.00024687595245352097,6.75,7.15,7.55,0.59,0.0849,70.46,1.0,72.0,Call,196,2018-12-21,VXX,32.81
33.0,6.94,-5.790917403230653e-05,6.1,7.0,7.9,0.08,0.011699999999999999,73.26,10.0,25.0,Call,196,2018-12-21,VXX,32.81
34.0,6.72,-0.00036269430051813397,5.6,6.48,7.35,-0.72,-0.0968,71.74000000000001,3.0,17.0,Call,196,2018-12-21,VXX,32.81
35.0,6.5,-0.0006674794270039615,5.5,6.45,7.4,0.35,0.056900000000000006,75.32,10.0,1133.0,Call,196,2018-12-21,VXX,32.81
36.0,6.95,-0.0009722645534897889,5.2,6.0,6.8,-1.98,-0.2217,74.18,,14.0,Call,196,2018-12-21,VXX,32.81
37.0,6.1,-0.0012770496799756165,4.5,5.75,7.0,-1.9,-0.2375,74.95,1.0,31.0,Call,196,2018-12-21,VXX,32.81
38.0,5.45,-0.0015818348064614437,4.6,5.53,6.45,-0.6,-0.0992,75.79,,133.0,Call,196,2018-12-21,VXX,32.81
39.0,7.4,-0.0018866199329472713,4.6,5.45,6.3,0.4,0.0571,78.02,,26.0,Call,196,2018-12-21,VXX,32.81
40.0,4.99,-0.002191405059433099,4.15,5.0,5.85,-0.96,-0.1613,76.18,,245.0,Call,196,2018-12-21,VXX,32.81
41.0,4.8,-0.002496190185918926,4.1,5.0,5.9,-1.85,-0.2782,78.89,,47.0,Call,196,2018-12-21,VXX,32.81
42.0,5.42,-0.002800975312404754,3.85,4.63,5.4,-1.11,-0.17,77.53999999999999,,75.0,Call,196,2018-12-21,VXX,32.81
43.0,4.4,-0.0031057604388905814,3.55,4.48,5.4,-2.9,-0.3973,78.42,,101.0,Call,196,2018-12-21,VXX,32.81
44.0,6.29,-0.003410545565376409,3.55,4.48,5.4,-0.36,-0.0541,80.77,,42.0,Call,196,2018-12-21,VXX,32.81
45.0,4.1,-0.0037153306918622365,3.8,4.38,4.95,-0.4,-0.0889,81.96,1.0,178.0,Call,196,2018-12-21,VXX,32.81
46.0,5.87,-0.004020115818348063,3.05,3.98,4.9,-0.41,-0.0653,79.82000000000001,,78.0,Call,196,2018-12-21,VXX,32.81
47.0,4.95,-0.004324900944833891,3.15,3.88,4.6,0.55,0.125,80.80000000000001,,7.0,Call,196,2018-12-21,VXX,32.81
48.0,3.51,-0.004629686071319718,2.53,3.69,4.85,-0.66,-0.1583,80.76,4.0,44.0,Call,196,2018-12-21,VXX,32.81
49.0,8.35,-0.004934471197805546,2.51,3.73,4.95,-0.55,-0.061799999999999994,83.11,,1.0,Call,196,2018-12-21,VXX,32.81
50.0,3.7,-0.0052392563242913736,2.51,3.73,4.95,-0.05,-0.013300000000000001,84.96000000000001,784.0,3525.0,Call,196,2018-12-21,VXX,32.81
51.0,3.81,-0.005544041450777201,2.54,3.65,4.75,-0.99,-0.20629999999999998,85.8,,105.0,Call,196,2018-12-21,VXX,32.81
52.0,3.1,-0.005848826577263029,2.75,3.78,4.8,-0.7,-0.18420000000000003,88.98,,115.0,Call,196,2018-12-21,VXX,32.81
53.0,3.1,-0.006153611703748856,2.02,3.34,4.65,-2.0,-0.3922,85.68,,339.0,Call,196,2018-12-21,VXX,32.81
54.0,3.07,-0.006458396830234684,2.66,3.71,4.75,-0.55,-0.1519,91.5,,13.0,Call,196,2018-12-21,VXX,32.81
55.0,3.11,-0.006763181956720511,2.01,3.33,4.65,-1.59,-0.3383,88.8,2.0,27.0,Call,196,2018-12-21,VXX,32.81
56.0,,-0.007067967083206338,2.32,3.41,4.5,,,91.25,,,Call,196,2018-12-21,VXX,32.81
57.0,5.47,-0.007372752209692166,2.0,3.28,4.55,,,91.16,,1.0,Call,196,2018-12-21,VXX,32.81
58.0,3.93,-0.007677537336177993,2.01,3.21,4.4,0.63,0.1909,91.78,,3.0,Call,196,2018-12-21,VXX,32.81
59.0,3.94,-0.00798232246266382,2.01,3.18,4.35,0.49,0.142,92.88,,131.0,Call,196,2018-12-21,VXX,32.81
60.0,2.6,-0.008287107589149648,1.5,2.9,4.3,0.02,0.0078000000000000005,90.86999999999999,750.0,3794.0,Call,196,2018-12-21,VXX,32.81
61.0,4.48,-0.008591892715635475,1.53,2.19,2.85,0.06,0.013600000000000001,83.16,,27.0,Call,196,2018-12-21,VXX,32.81
62.0,4.55,-0.008896677842121304,1.23,2.57,3.9,-0.65,-0.125,89.29,,13.0,Call,196,2018-12-21,VXX,32.81
63.0,2.25,-0.00920146296860713,1.5,2.75,4.0,-0.25,-0.1,92.86,1.0,47.0,Call,196,2018-12-21,VXX,32.81
64.0,2.1,-0.009506248095092958,1.55,2.73,3.9,-0.87,-0.2929,93.77,2.0,4.0,Call,196,2018-12-21,VXX,32.81
65.0,1.91,-0.009811033221578785,1.57,2.69,3.8,-0.79,-0.2926,94.45,1.0,96.0,Call,196,2018-12-21,VXX,32.81
66.0,3.25,-0.010115818348064614,1.51,2.61,3.7,,,94.59,,10.0,Call,196,2018-12-21,VXX,32.81
67.0,1.85,-0.010420603474550441,1.02,2.36,3.7,-1.3,-0.4127,92.51,3.0,5.0,Call,196,2018-12-21,VXX,32.81
68.0,2.48,-0.010725388601036268,1.02,2.36,3.7,-1.72,-0.40950000000000003,93.61,,1.0,Call,196,2018-12-21,VXX,32.81
69.0,2.65,-0.011030173727522095,1.01,2.33,3.65,-0.7,-0.209,94.28,,81.0,Call,196,2018-12-21,VXX,32.81
70.0,1.9,-0.011334958854007924,1.03,2.17,3.3,-0.83,-0.304,93.08,1.0,1669.0,Call,196,2018-12-21,VXX,32.81
71.0,2.0,-0.011639743980493751,1.02,2.14,3.25,-0.6,-0.23079999999999998,93.67999999999999,,2.0,Call,196,2018-12-21,VXX,32.81
72.0,2.73,-0.011944529106979579,1.02,1.8,2.57,-0.17,-0.058600000000000006,89.75999999999999,,18.0,Call,196,2018-12-21,VXX,32.81
73.0,4.6,-0.012249314233465404,1.01,2.13,3.25,,,95.6,,1.0,Call,196,2018-12-21,VXX,32.81
74.0,1.44,-0.012554099359951231,0.86,2.13,3.4,,,96.56,,1.0,Call,196,2018-12-21,VXX,32.81
75.0,1.6,-0.012858884486437062,1.01,2.18,3.35,0.04,0.0256,98.22,1.0,26.0,Call,196,2018-12-21,VXX,32.81
76.0,,-0.013163669612922889,0.86,1.96,3.05,,,95.91,,,Call,196,2018-12-21,VXX,32.81
77.0,2.6,-0.013468454739408714,0.86,1.92,2.98,0.76,0.413,96.3,,8.0,Call,196,2018-12-21,VXX,32.81
78.0,,-0.013773239865894541,0.85,1.92,2.99,,,97.18,,,Call,196,2018-12-21,VXX,32.81
79.0,2.1,-0.014078024992380369,0.82,1.41,2.0,-1.35,-0.39130000000000004,89.96,,15.0,Call,196,2018-12-21,VXX,32.81
80.0,1.5,-0.014382810118866197,1.1,1.87,2.63,-0.51,-0.25370000000000004,98.08,,123.0,Call,196,2018-12-21,VXX,32.81
85.0,2.05,-0.015906735751295337,0.52,1.67,2.82,-0.92,-0.3098,99.08,,12.0,Call,196,2018-12-21,VXX,32.81
90.0,1.6,-0.017430661383724472,0.18,1.47,2.75,0.25,0.1852,99.36,,43.0,Call,196,2018-12-21,VXX,32.81
20.0,0.73,0.0039042974702834504,0.65,0.8,0.95,0.03,0.0429,62.93,730.0,1056.0,Put,196,2018-12-21,VXX,32.81
21.0,1.05,0.0035995123437976228,0.85,1.07,1.28,0.1,0.10529999999999999,64.2,,323.0,Put,196,2018-12-21,VXX,32.81
22.0,1.26,0.003294727217311796,1.03,1.27,1.5,-0.06,-0.0455,63.349999999999994,1.0,100.0,Put,196,2018-12-21,VXX,32.81
23.0,1.72,0.0029899420908259685,1.4,1.72,2.03,0.39,0.2932,66.45,,134.0,Put,196,2018-12-21,VXX,32.81
24.0,2.02,0.002685156964340141,1.8,2.1,2.4,-0.14,-0.06480000000000001,67.49000000000001,1.0,23.0,Put,196,2018-12-21,VXX,32.81
25.0,2.64,0.0023803718378543133,2.0,2.53,3.05,0.25,0.10460000000000001,68.51,,1833.0,Put,196,2018-12-21,VXX,32.81
26.0,2.29,0.0020755867113684857,2.82,3.21,3.6,0.12,0.0553,72.54,,163.0,Put,196,2018-12-21,VXX,32.81
27.0,3.45,0.0017708015848826584,3.4,3.68,3.95,-0.05,-0.0143,72.94,43.0,193.0,Put,196,2018-12-21,VXX,32.81
28.0,4.25,0.0014660164583968308,3.55,4.25,4.95,0.35,0.0897,74.33,,169.0,Put,196,2018-12-21,VXX,32.81
29.0,4.35,0.0011612313319110034,4.4,4.7,5.0,-0.5,-0.10310000000000001,73.81,5.0,207.0,Put,196,2018-12-21,VXX,32.81
30.0,5.08,0.0008564462054251759,4.6,5.1,5.6,-0.18,-0.0342,72.46000000000001,7.0,643.0,Put,196,2018-12-21,VXX,32.81
31.0,5.7,0.0005516610789393484,4.25,5.55,6.85,0.0,0.0,71.48,,151.0,Put,196,2018-12-21,VXX,32.81
32.0,6.7,0.00024687595245352097,6.4,6.9,7.4,0.92,0.1592,80.21000000000001,,317.0,Put,196,2018-12-21,VXX,32.81
33.0,7.06,-5.790917403230653e-05,6.15,7.25,8.35,-0.24,-0.0329,77.52,3.0,160.0,Put,196,2018-12-21,VXX,32.81
34.0,7.62,-0.00036269430051813397,7.1,8.03,8.95,-0.28,-0.0354,79.25999999999999,2.0,201.0,Put,196,2018-12-21,VXX,32.81
35.0,8.6,-0.0006674794270039615,7.6,8.8,10.0,1.3,0.17809999999999998,80.76,,46.0,Put,196,2018-12-21,VXX,32.81
36.0,8.9,-0.0009722645534897889,8.6,9.5,10.4,-0.65,-0.0681,81.26,25.0,26.0,Put,196,2018-12-21,VXX,32.81
37.0,9.85,-0.0012770496799756165,9.0,10.03,11.05,-0.33,-0.032400000000000005,79.74,1.0,145.0,Put,196,2018-12-21,VXX,32.81
38.0,10.65,-0.0015818348064614437,10.15,11.0,11.85,0.05,0.004699999999999999,82.76,21.0,18.0,Put,196,2018-12-21,VXX,32.81
39.0,11.02,-0.0018866199329472713,10.5,11.53,12.55,-0.32,-0.0282,80.92,3.0,40.0,Put,196,2018-12-21,VXX,32.81
40.0,10.8,-0.002191405059433099,11.5,12.5,13.5,-1.1,-0.0924,83.62,,474.0,Put,196,2018-12-21,VXX,32.81
41.0,12.28,-0.002496190185918926,12.0,13.08,14.15,1.43,0.1318,82.01,,2.0,Put,196,2018-12-21,VXX,32.81
42.0,11.98,-0.002800975312404754,13.15,14.0,14.85,-1.62,-0.1191,83.91999999999999,,52.0,Put,196,2018-12-21,VXX,32.81
43.0,12.62,-0.0031057604388905814,13.5,14.75,16.0,0.53,0.0438,83.87,,1.0,Put,196,2018-12-21,VXX,32.81
44.0,15.04,-0.003410545565376409,14.55,15.53,16.5,-0.41,-0.0265,83.97,3.0,126.0,Put,196,2018-12-21,VXX,32.81
45.0,16.55,-0.0037153306918622365,15.5,16.5,17.5,2.19,0.1525,86.08,46.0,7.0,Put,196,2018-12-21,VXX,32.81
46.0,13.4,-0.004020115818348063,16.05,17.2,18.35,,,85.17,,10.0,Put,196,2018-12-21,VXX,32.81
47.0,15.9,-0.004324900944833891,17.05,18.03,19.0,,,85.49,,41.0,Put,196,2018-12-21,VXX,32.81
48.0,15.29,-0.004629686071319718,18.15,18.98,19.8,,,87.06,,10.0,Put,196,2018-12-21,VXX,32.81
49.0,17.37,-0.004934471197805546,19.1,20.0,20.9,,,89.38000000000001,,1.0,Put,196,2018-12-21,VXX,32.81
50.0,19.65,-0.0052392563242913736,19.5,20.75,22.0,1.1,0.0593,88.63,,4.0,Put,196,2018-12-21,VXX,32.81
51.0,19.4,-0.005544041450777201,20.6,21.5,22.4,,,87.79,,75.0,Put,196,2018-12-21,VXX,32.81
52.0,17.85,-0.005848826577263029,21.6,22.5,23.4,,,89.63,,10.0,Put,196,2018-12-21,VXX,32.81
53.0,18.6,-0.006153611703748856,22.65,23.5,24.35,,,91.43,,21.0,Put,196,2018-12-21,VXX,32.81
54.0,19.45,-0.006458396830234684,23.15,24.25,25.35,,,90.36,,10.0,Put,196,2018-12-21,VXX,32.81
55.0,25.0,-0.006763181956720511,24.0,25.0,26.0,2.53,0.11259999999999999,89.19,,45.0,Put,196,2018-12-21,VXX,32.81
56.0,,-0.007067967083206338,25.05,26.0,26.95,,,90.83,,,Put,196,2018-12-21,VXX,32.81
57.0,,-0.007372752209692166,25.95,26.9,27.85,,,91.27,,,Put,196,2018-12-21,VXX,32.81
58.0,,-0.007677537336177993,27.0,27.98,28.95,,,93.7,,,Put,196,2018-12-21,VXX,32.81
59.0,25.55,-0.00798232246266382,27.55,28.75,29.95,,,92.57,,15.0,Put,196,2018-12-21,VXX,32.81
60.0,,-0.008287107589149648,28.85,29.68,30.5,,,93.16,,,Put,196,2018-12-21,VXX,32.81
61.0,,-0.008591892715635475,29.75,30.58,31.4,,,93.39,,,Put,196,2018-12-21,VXX,32.81
62.0,25.8,-0.008896677842121304,30.55,31.5,32.45,,,93.89,,10.0,Put,196,2018-12-21,VXX,32.81
63.0,26.5,-0.00920146296860713,31.5,32.5,33.5,,,95.27,,10.0,Put,196,2018-12-21,VXX,32.81
64.0,,-0.009506248095092958,32.55,33.5,34.45,,,96.61999999999999,,,Put,196,2018-12-21,VXX,32.81
65.0,28.2,-0.009811033221578785,33.15,34.25,35.35,,,94.82000000000001,,10.0,Put,196,2018-12-21,VXX,32.81
66.0,,-0.010115818348064614,34.05,35.03,36.0,,,93.23,,,Put,196,2018-12-21,VXX,32.81
67.0,29.9,-0.010420603474550441,35.15,36.0,36.85,,,94.16,,10.0,Put,196,2018-12-21,VXX,32.81
68.0,,-0.010725388601036268,35.9,36.9,37.9,,,94.08,,,Put,196,2018-12-21,VXX,32.81
69.0,31.15,-0.011030173727522095,36.05,37.95,39.85,1.3,0.0436,95.95,,3.0,Put,196,2018-12-21,VXX,32.81
70.0,37.4,-0.011334958854007924,37.1,38.65,40.2,0.8,0.0219,93.08,,6.0,Put,196,2018-12-21,VXX,32.81
71.0,,-0.011639743980493751,39.0,40.0,41.0,,,98.98,,,Put,196,2018-12-21,VXX,32.81
72.0,,-0.011944529106979579,39.95,40.98,42.0,,,99.8,,,Put,196,2018-12-21,VXX,32.81
73.0,,-0.012249314233465404,40.5,41.75,43.0,,,97.89999999999999,,,Put,196,2018-12-21,VXX,32.81
74.0,,-0.012554099359951231,41.55,42.53,43.5,,,95.86,,,Put,196,2018-12-21,VXX,32.81
75.0,,-0.012858884486437062,42.75,43.88,45.0,,,101.81,,,Put,196,2018-12-21,VXX,32.81
76.0,,-0.013163669612922889,42.1,44.28,46.45,,,94.35,,,Put,196,2018-12-21,VXX,32.81
77.0,41.75,-0.013468454739408714,44.75,45.88,47.0,3.9,0.10300000000000001,103.95,,34.0,Put,196,2018-12-21,VXX,32.81
78.0,,-0.013773239865894541,44.6,46.13,47.65,,,94.15,,,Put,196,2018-12-21,VXX,32.81
79.0,,-0.014078024992380369,45.0,47.23,49.45,,,96.71,,,Put,196,2018-12-21,VXX,32.81
80.0,,-0.014382810118866197,47.6,48.8,50.0,,,106.02000000000001,,,Put,196,2018-12-21,VXX,32.81
85.0,47.05,-0.015906735751295337,50.7,52.83,54.95,,,96.13000000000001,,1.0,Put,196,2018-12-21,VXX,32.81
90.0,51.7,-0.017430661383724472,55.5,57.73,59.95,1.25,0.0248,98.95,,11.0,Put,196,2018-12-21,VXX,32.81
